ID	logFC	CI.025	CI.975	AveExpr	t	P.Value	adj.P.Val	B	L10pval	L10fdr	signL10pval	signL10fdr
ENSG00000007255	0.537410465824127	0.227778955709889	0.847041975938365	1.72375661603917	3.41939250441895	7.39657250604766E-4	0.00831737030782094	-0.825885898664669	3.13096948115339	2.08001396233012	3.13096948115339	2.08001396233012
ENSG00000010030	0.999795684791535	0.559403007293201	1.44018836228987	2.94428090637083	4.47259068625319	1.20303544971482E-5	5.22372376385684E-4	2.97088181806927	4.91972157516331	3.28201979708609	4.91972157516331	3.28201979708609
ENSG00000010626	0.573901471320916	0.255170568763589	0.892632373878243	6.40728219207182	3.54732640781602	4.69611687438532E-4	0.00624286618434302	-0.412512169393944	3.32826110314268	2.20461597405866	3.32826110314268	2.20461597405866
ENSG00000011143	0.588471708661586	0.274796501372621	0.90214691595055	4.25096556686091	3.69601207382771	2.72498262546929E-4	0.00431113835370038	0.0849537645730507	3.56463626244674	2.36540803947864	3.56463626244674	2.36540803947864
ENSG00000013725	0.602383662020959	0.331833159332566	0.872934164709351	4.47118979638176	4.38644638600979	1.73915914849727E-5	6.72881937865323E-4	2.62762329661847	4.75966067437932	3.17206112928498	4.75966067437932	3.17206112928498
ENSG00000019582	0.634136072468449	0.35569443652811	0.912577708408788	9.63876565583026	4.48679542251453	1.1315071632447E-5	4.98081348801298E-4	3.02802166133492	4.94634269230775	3.30269972059312	4.94634269230775	3.30269972059312
ENSG00000026950	0.683481342060178	0.381227444966594	0.985735239153762	5.11618916900537	4.45494904261164	1.29792925108244E-5	5.47411940674332E-4	2.90012832828943	4.88674897987918	3.26168573357476	4.88674897987918	3.26168573357476
ENSG00000034239	0.774790741300785	0.351188149568782	1.19839333303279	6.07554249336503	3.60341100083204	3.83237610371876E-4	0.00539062832406004	-0.22700632119829	3.41653187648429	2.26836061110855	3.41653187648429	2.26836061110855
ENSG00000034510	0.657174005542316	0.390638826832002	0.923709184252631	7.65003871620231	4.85751136507201	2.16989573923755E-6	1.57603472805804E-4	4.5721693168325	5.66356113295406	3.80243421702552	5.66356113295406	3.80243421702552
ENSG00000035720	0.965960053307965	0.581969684607706	1.34995042200822	2.87909802732487	4.9559489218892	1.37672377412459E-6	1.14454235976415E-4	4.99898520294686	5.861153187853	3.94136812935782	5.861153187853	3.94136812935782
ENSG00000036672	0.665655336973901	0.287732213165353	1.04357846078245	5.23376459930454	3.47003566932697	6.18883785323844E-4	0.0074504667108072	-0.663883103932477	3.20839089561811	2.12781652140209	3.20839089561811	2.12781652140209
ENSG00000041357	0.589950293882858	0.401635675313659	0.778264912452056	5.81513364294153	6.17190699833331	2.92731006349081E-9	8.50463409173084E-7	10.8112749011695	8.53353127424156	6.07034436698506	8.53353127424156	6.07034436698506
ENSG00000043514	0.588270950162948	0.272662244165572	0.903879656160323	4.00681995325719	3.67211619108857	2.97757733080908E-4	0.00450477860232549	0.0037781726694579	3.52613695061511	2.34632654855864	3.52613695061511	2.34632654855864
ENSG00000048028	0.516067439989272	0.276264822662658	0.755870057315887	4.68768296426686	4.23975271209244	3.21661702365379E-5	0.0010300265214622	2.05611517836555	4.49260064392082	2.98715159279347	4.49260064392082	2.98715159279347
ENSG00000054690	0.605807426438991	0.284242420435625	0.927372432442358	6.47179377448254	3.71153703396863	2.57185619757516E-4	0.00415948281184752	0.137943161353651	3.58975331815277	2.38096066598966	3.58975331815277	2.38096066598966
ENSG00000055332	0.934722245263032	0.702161191028243	1.16728329949782	7.5219063177657	7.91832963838235	9.49578646432925E-14	9.38049213711948E-11	20.6583031543087	13.022469060103	10.0277743762447	13.022469060103	10.0277743762447
ENSG00000059378	0.686214900395596	0.377527943130832	0.99490185766036	5.70911137426475	4.37955364622092	1.79078530329496E-5	6.81308532413099E-4	2.60040103516532	4.74695647846332	3.16665617211047	4.74695647846332	3.16665617211047
ENSG00000063241	0.570011315291971	0.291774744365075	0.848247886218868	3.36280689731611	4.03605662806285	7.35486409558391E-5	0.0017661354918745	1.29018127178906	4.13342534782881	2.75297598189308	4.13342534782881	2.75297598189308
ENSG00000064199	0.806662678651556	0.423157546540916	1.1901678107622	5.61752796503461	4.14389526654715	4.76567867254259E-5	0.00134068273782673	1.69163384974522	4.3218752434512	2.87267398241148	4.3218752434512	2.87267398241148
ENSG00000066185	0.88388958039938	0.506353647094219	1.26142551370454	2.79143471313469	4.61240789935729	6.53821732095772E-6	3.4253827728388E-4	3.53988451668117	5.18454064819062	3.46529089078666	5.18454064819062	3.46529089078666
ENSG00000067066	0.533191616002499	0.306021838732253	0.760361393272746	7.67883611419613	4.62403109626991	6.21107104150961E-6	3.3167863111277E-4	3.58784196092715	5.20683350331617	3.47928250764468	5.20683350331617	3.47928250764468
ENSG00000067445	1.58570018578906	1.19164749344711	1.97975287813101	1.19653101109755	7.92783794980005	8.93940226851911E-14	9.38049213711948E-11	20.7159722837719	13.0486915192536	10.0277743762447	13.0486915192536	10.0277743762447
ENSG00000068079	0.929565302529693	0.573936929219611	1.28519367583978	4.1231197741282	5.1495761859914	5.5162308174976E-7	6.25133703778682E-5	5.85853444435752	6.25835756978621	4.20402708569084	6.25835756978621	4.20402708569084
ENSG00000069122	0.961679132074665	0.534609461033644	1.38874880311569	2.48034473178038	4.43628509550541	1.4061318168672E-5	5.74643997486472E-4	2.82553052812947	4.85197396476807	3.2406011254132	4.85197396476807	3.2406011254132
ENSG00000069509	0.511304885896889	0.226697877610505	0.795911894183273	2.10126059676735	3.53934044553031	4.8330339583967E-4	0.0063600857567517	-0.438714789140891	3.31578015336257	2.1965370284659	3.31578015336257	2.1965370284659
ENSG00000070081	0.627078391531711	0.363729799445455	0.890426983617967	7.39719393394446	4.69114461439509	4.6091058917797E-6	2.73787743660773E-4	3.86670389627416	5.33638331407393	3.5625859973256	5.33638331407393	3.5625859973256
ENSG00000073605	0.768530934090362	0.492350112923205	1.04471175525752	4.73939339286268	5.48221196000093	1.08014806184513E-7	1.77934905981685E-5	7.39540544220058	6.96651670929548	4.74973884681098	6.96651670929548	4.74973884681098
ENSG00000075213	0.663949382633961	0.311324774825167	1.01657399044275	4.61273694185433	3.70945700461727	2.59189033350663E-4	0.00417498141523209	0.130832235542685	3.58638337801769	2.37934545342112	3.58638337801769	2.37934545342112
ENSG00000076067	0.528402693302183	0.269253831149785	0.78755155545458	6.4019910145948	4.01701730486357	7.93315888769892E-5	0.00185598749438567	1.22025488617931	4.10055384744585	2.73142495437664	4.10055384744585	2.73142495437664
ENSG00000076716	0.914017817632119	0.555264888521217	1.27277074674302	3.55680315921719	5.01934667628032	1.02336969640319E-6	9.39794504530264E-5	5.27752063275937	5.98996744732064	4.0269670988525	5.98996744732064	4.0269670988525
ENSG00000078081	0.920920111629384	0.572885919914235	1.26895430334453	4.82083785109486	5.21300368187775	4.06536618662075E-7	4.92124896181917E-5	6.14577930838282	6.39090032936484	4.30792466381995	6.39090032936484	4.30792466381995
ENSG00000080572	0.656029029843808	0.273163719877483	1.03889433981013	2.9420592355463	3.37570918803088	8.61184942449706E-4	0.00919844531778333	-0.963897010059089	3.06490357228582	2.03628556906352	3.06490357228582	2.03628556906352
ENSG00000080824	0.502817213434437	0.294646980737357	0.710987446131516	9.56540120782407	4.75860323599604	3.40396025053357E-6	2.15032360659472E-4	4.15033144377751	5.46801551999601	3.66749617730172	5.46801551999601	3.66749617730172
ENSG00000081870	0.628474383127645	0.35940705868983	0.89754170756546	4.54690738352702	4.60166084195323	6.85541877520766E-6	3.52227448903676E-4	3.49563110425713	5.16396601042855	3.45317680270465	5.16396601042855	3.45317680270465
ENSG00000082068	0.587556595362864	0.312522939107413	0.862590251618315	3.98858338469152	4.20873759827081	3.65567494611944E-5	0.00110215150875552	1.93740443545339	4.437032427649	2.95775870049905	4.437032427649	2.95775870049905
ENSG00000083097	0.514972877594432	0.243974814877853	0.785970940311011	6.23064625220201	3.74374411036901	2.27970555890561E-4	0.00381838732974347	0.248498764931796	3.64212124177154	2.41812001972489	3.64212124177154	2.41812001972489
ENSG00000083750	0.515111682607179	0.227118044249758	0.8031053209646	2.61577838792836	3.52376138091469	5.11098345060057E-4	0.00658420307017883	-0.489678673375511	3.29149552529099	2.18149678306643	3.29149552529099	2.18149678306643
ENSG00000084636	0.724204895633024	0.324948896138606	1.12346089512744	2.32279983133259	3.57353460336498	4.27193673667868E-4	0.00583429718934946	-0.326149530466055	3.36937518742023	2.23401145241565	3.36937518742023	2.23401145241565
ENSG00000086065	0.613948030673193	0.447071917895723	0.780824143450662	5.74228545179389	7.24812079074153	6.03062419229266E-12	3.21211146562148E-9	16.6964841075209	11.2196377344206	8.4932093923895	11.2196377344206	8.4932093923895
ENSG00000086200	0.523543098698148	0.272701653737233	0.774384543659062	5.0411526144313	4.11188662586396	5.42576882176687E-5	0.00145467046984921	1.57152182335361	4.2655387143654	2.83723537735489	4.2655387143654	2.83723537735489
ENSG00000088827	1.98026742977534	1.30418956985498	2.6563452896957	2.66224933378735	5.77052221018108	2.47848534467455E-8	5.73966917718184E-6	8.78682291095758	7.6058136447418	5.24111313872831	7.6058136447418	5.24111313872831
ENSG00000088986	0.733957975277467	0.452234294435241	1.01568165611969	6.6883585369185	5.13258116991066	5.98348633757561E-7	6.59423932128576E-5	5.78204118386721	6.22304569628189	4.1808352952839	6.22304569628189	4.1808352952839
ENSG00000089127	1.45736456352818	1.05924841994108	1.85548070711529	6.22712316092387	7.21184531476247	7.50351981661443E-12	3.74683572342756E-9	16.4881299963053	11.1247349661625	8.42633534773164	11.1247349661625	8.42633534773164
ENSG00000089356	0.640766074526992	0.372145802053997	0.909386346999987	6.4232205988534	4.69946815423756	4.44070090860477E-6	2.6675924743833E-4	3.9015198510025	5.35254847657115	3.57388051645147	5.35254847657115	3.57388051645147
ENSG00000089692	1.21996552791199	0.707417995272075	1.73251306055191	2.68623674361418	4.68922852665513	4.64873578447348E-6	2.75119070741117E-4	3.85869642529344	5.33266513667474	3.56047930408298	5.33266513667474	3.56047930408298
ENSG00000090273	0.671071573292386	0.435591208856465	0.906551937728308	5.64170524331058	5.61438421086064	5.53715825292597E-8	1.0533125205179E-5	8.02659251068749	7.25671306410043	4.97744275341157	7.25671306410043	4.97744275341157
ENSG00000092850	0.624660987231955	0.295322053771078	0.953999920692833	5.35589801824022	3.73670914474665	2.34070971665859E-4	0.00389606255859245	0.224278036363187	3.63065244203607	2.4093740783249	3.63065244203607	2.4093740783249
ENSG00000099139	1.66482597670281	1.13179820375439	2.19785374965124	7.03789647821089	6.15328445071258	3.2393008121511E-9	9.0808399433969E-7	10.7151760574839	8.48954872009997	6.04187397902172	8.48954872009997	6.04187397902172
ENSG00000100342	0.538594075678398	0.250377407631383	0.826810743725412	5.71829450890868	3.681547983509	2.87534864059599E-4	0.00443914936503221	0.0357626336019861	3.54130948888492	2.35270024192711	3.54130948888492	2.35270024192711
ENSG00000100558	0.74000315581253	0.381246963263428	1.09875934836163	2.09495412159509	4.06370480023364	6.58605981643827E-5	0.00165209811313763	1.39223559763958	4.18137432922218	2.78196416480679	4.18137432922218	2.78196416480679
ENSG00000100578	0.534583048240508	0.357755847432097	0.711410249048919	5.33280767771612	5.95599188513376	9.35071726348262E-9	2.49025185255315E-6	9.70993801440655	8.02915507451518	5.60375672814808	8.02915507451518	5.60375672814808
ENSG00000100632	0.616783831317989	0.40918720209063	0.824380460545347	4.87460466790241	5.85329845774343	1.60840589101807E-8	3.89404814129966E-6	9.19615412168774	7.79360434490017	5.40959868369129	7.79360434490017	5.40959868369129
ENSG00000100911	0.809113103225239	0.582492546722022	1.03573365972846	5.7533551058989	7.03392800959704	2.17035445887919E-11	9.21779605724408E-9	15.4758007597528	10.6634693320667	8.03537290482436	10.6634693320667	8.03537290482436
ENSG00000101222	0.649500032754219	0.275126372877323	1.02387369263111	3.99695289438566	3.41791988334971	7.43478633503402E-4	0.00835446208491622	-0.830564536415954	3.12873150795562	2.07808150759863	3.12873150795562	2.07808150759863
ENSG00000101911	0.57496694616121	0.351146388309947	0.798787504012473	4.58613653331407	5.06093653375894	8.41145213812605E-7	8.07477085613932E-5	5.46178334021194	6.07512902190312	4.09286979312395	6.07512902190312	4.09286979312395
ENSG00000102038	0.629803417088948	0.274215500808151	0.985391333369745	2.51839896649802	3.48936182023106	5.77869434413183E-4	0.00713032872006815	-0.601495440344323	3.23817027631879	2.14689044798532	3.23817027631879	2.14689044798532
ENSG00000102390	0.740607066196018	0.466566758414561	1.01464737397747	2.43028846998008	5.32428618495662	2.36429643847983E-7	3.37313328486332E-5	6.65640634332178	6.62629807198504	4.47196649790448	6.62629807198504	4.47196649790448
ENSG00000102934	1.17789018987154	0.767722112835043	1.58805826690804	10.3739919596844	5.65758300583064	4.43993868773064E-8	8.75873830756147E-6	8.23535752287997	7.35262302712955	5.05755844925746	7.35262302712955	5.05755844925746
ENSG00000103021	0.618915902418294	0.258480431172613	0.979351373663975	6.73410087811661	3.38292292930265	8.39909037205973E-4	0.00911127393449711	-0.941216836518856	3.07576774581743	2.04042089590932	3.07576774581743	2.04042089590932
ENSG00000103351	0.539955505262684	0.275773871657176	0.804137138868192	6.07614690799156	4.02664496093159	7.63552678520791E-5	0.00179952924042533	1.2555788728064	4.11716099501662	2.74484109213294	4.11716099501662	2.74484109213294
ENSG00000104432	0.688338082025177	0.387894884122715	0.988781279927639	3.68207572711239	4.51364509526017	1.00730913378963E-5	4.57266836614332E-4	3.13644118256691	4.99683722806001	3.3398302947874	4.99683722806001	3.3398302947874
ENSG00000105519	0.950587747547927	0.495637873109611	1.40553762198624	8.06734976842122	4.11639127576163	5.32786645867702E-5	0.00143564887256661	1.58837696087564	4.27344666915804	2.84295176577157	4.27344666915804	2.84295176577157
ENSG00000105894	0.946401872837269	0.528818518024035	1.3639852276505	2.35156147563215	4.46498905234852	1.24307754179843E-5	5.34766138825041E-4	2.94036596992463	4.90550177970524	3.27183609988987	4.90550177970524	3.27183609988987
ENSG00000106524	0.508686035760364	0.245729521622	0.771642549898727	4.01756509911298	3.8111309222389	1.76672986858519E-4	0.00317197489551941	0.48254217971136	3.75282984865463	2.4986702585488	3.75282984865463	2.4986702585488
ENSG00000106537	0.500752622283184	0.256276695024223	0.745228549542146	5.69870862173694	4.03529339534563	7.37725329336386E-5	0.00176733328897543	1.28737260463737	4.13210530505704	2.75268154222285	4.13210530505704	2.75268154222285
ENSG00000106538	0.802645656046732	0.410215717630891	1.19507559446257	1.67415534945941	4.02948658042293	7.54973117622002E-5	0.00178193728899291	1.26601882762232	4.122068512048	2.7491075839824	4.122068512048	2.7491075839824
ENSG00000106591	0.566143717617971	0.312645904785359	0.819641530450584	2.90775843860473	4.39987625381112	1.6426403076008E-5	6.48092579633411E-4	2.68076714846844	4.78445752452963	3.18836295099356	4.78445752452963	3.18836295099356
ENSG00000107201	1.17196191617767	0.767974534740005	1.57594929761533	5.93599526436588	5.71522964308842	3.30052128591745E-8	7.03187061702332E-6	8.51581789911337	7.48141746202566	5.15292912866662	7.48141746202566	5.15292912866662
ENSG00000107438	0.537336091591173	0.284226162248866	0.79044602093348	6.8730340187204	4.18239277687353	4.07306328887079E-5	0.00119200509693895	1.83715543328887	4.39007884162188	2.92372188757588	4.39007884162188	2.92372188757588
ENSG00000107779	0.635558726049951	0.378392840559674	0.892724611540229	5.4130110344323	4.86889395602161	2.05940616910684E-6	1.50950693468615E-4	4.62116849550067	5.68625799063034	3.8211648874842	5.68625799063034	3.8211648874842
ENSG00000108242	0.602145675860851	0.285206070435531	0.919085281286171	1.06677375248214	3.74294155169387	2.28658834166962E-4	0.00382590524728155	0.245733594414553	3.6408120151193	2.4172657899523	3.6408120151193	2.4172657899523
ENSG00000108590	0.656098961634264	0.361735874641327	0.950462048627202	2.5882513024449	4.39110667837475	1.70506583528662E-5	6.64518219074268E-4	2.64604918644683	4.76825884755143	3.17749310752042	4.76825884755143	3.17749310752042
ENSG00000108679	1.03533342553179	0.798164677341638	1.27250217372194	6.74835178956172	8.6002437521149	1.13503635397209E-15	2.01519398890222E-12	24.8885810375978	14.9449902282712	11.6956831409598	14.9449902282712	11.6956831409598
ENSG00000108771	0.99678901040016	0.653550649047757	1.34002737175256	4.13466844862906	5.72130904773989	3.1984999654793E-8	7.00120971895804E-6	8.54551943114505	7.49505364963366	5.15482691300338	7.49505364963366	5.15482691300338
ENSG00000108826	0.686087600104767	0.404032127346858	0.968143072862677	3.06904246375885	4.79217893513907	2.92376213472225E-6	1.96297458616499E-4	4.29273587616152	5.53405796269216	3.70708532299793	5.53405796269216	3.70708532299793
ENSG00000109511	0.838558042636578	0.465266095403349	1.21184998986981	0.0245060283481247	4.42560341657006	1.47189953816402E-5	5.93926331321284E-4	2.78295551616296	4.83212183096993	3.2262674201447	4.83212183096993	3.2262674201447
ENSG00000109881	0.812640073608569	0.528866096605318	1.09641405061182	2.66824914384022	5.64174762127073	4.81498644468114E-8	9.38276443897072E-6	8.15869034887137	7.3174049311788	5.02766918681177	7.3174049311788	5.02766918681177
ENSG00000110057	0.528884397872153	0.312882058009276	0.744886737735029	6.493285643737	4.82381102915211	2.53165341283334E-6	1.78996857892319E-4	4.42764467627988	5.5965957501542	3.74715459255086	5.5965957501542	3.74715459255086
ENSG00000110492	0.94716628634597	0.667087601601792	1.22724497109015	5.42789012458234	6.66245301549792	1.88959718533905E-10	6.86224396012105E-8	13.4152685409599	9.72363076663606	7.16353384637151	9.72363076663606	7.16353384637151
ENSG00000111331	1.54382659211456	1.08825496761036	1.99939821661876	7.04617912193676	6.67620767436612	1.74641329726511E-10	6.64427097071408E-8	13.490241951466	9.75785297054968	7.17755266419683	9.75785297054968	7.17755266419683
ENSG00000111335	1.49671818235895	1.12396241967539	1.86947394504251	7.27306985516176	7.91049489691815	9.97987147700302E-14	9.38049213711948E-11	20.6108138138668	13.0008750516172	10.0277743762447	13.0008750516172	10.0277743762447
ENSG00000111801	0.868182156777941	0.577397637242624	1.15896667631326	4.35392652692867	5.88203439717506	1.38283084742314E-8	3.52650932580449E-6	9.33926099538869	7.85923094102128	5.45265496333219	7.85923094102128	5.45265496333219
ENSG00000111834	0.822516123608234	0.381937376521999	1.26309487069447	6.41043547677817	3.67797576212149	2.91367139985047E-4	0.00447238763671571	0.0236401833852264	3.53555942898287	2.34946056174266	3.53555942898287	2.34946056174266
ENSG00000111843	0.501429490858527	0.236043893271868	0.766815088445185	3.88622305652214	3.72237831095118	2.46978094788519E-4	0.00401471309931408	0.175063037082093	3.60734156388341	2.39634548496481	3.60734156388341	2.39634548496481
ENSG00000111845	0.705563709578213	0.396377631267356	1.01474978788907	2.48616210675946	4.49577212794076	1.08843098235427E-5	4.82747972460843E-4	3.06420953582501	4.96319910445752	3.31627954157947	4.96319910445752	3.31627954157947
ENSG00000111912	0.554089207696797	0.293986583653508	0.814191831740086	6.29276588228619	4.19684513625918	3.83876293069325E-5	0.0011347361150789	1.8920837071348	4.41580870764578	2.94510512269087	4.41580870764578	2.94510512269087
ENSG00000112333	0.720505123776099	0.314057642115391	1.12695260543681	1.57248630466659	3.49237300779027	5.71713166821014E-4	0.00708720301988595	-0.591746835957007	3.24282180566597	2.14952512626864	3.24282180566597	2.14952512626864
ENSG00000112357	0.524007411692624	0.233906971568294	0.814107851816954	1.79895556054661	3.55858241626809	4.50930915771726E-4	0.00607028231096581	-0.375490466617792	3.34588998849296	2.21679111069681	3.34588998849296	2.21679111069681
ENSG00000112667	0.578750422880457	0.273289688981332	0.884211156779582	2.83472912683464	3.73270713482824	2.37609802503721E-4	0.00393570109426126	0.210517476478926	3.6241356466645	2.40497789246689	3.6241356466645	2.40497789246689
ENSG00000112773	0.5022278356544	0.268467867448973	0.735987803859828	5.59192617222859	4.23271109310474	3.31163933572087E-5	0.0010416670264859	2.02909793315722	4.47995696748961	2.98227108302279	4.47995696748961	2.98227108302279
ENSG00000113141	0.540044628521756	0.339917873674325	0.740171383369187	7.43034799902538	5.31633676944908	2.45831319163271E-7	3.44573565693851E-5	6.61965063107728	6.60936278836042	4.46271804294615	6.60936278836042	4.46271804294615
ENSG00000114446	0.678363527397766	0.357716316419475	0.999010738376056	6.46199322212249	4.16795488520522	4.32072762366499E-5	0.00124847932547094	1.78244442623801	4.36444311051537	2.90361864506933	4.36444311051537	2.90361864506933
ENSG00000114805	0.85340633405625	0.430887895882641	1.27592477222986	5.65080839668158	3.97922212359509	9.21175471191871E-5	0.00207024794010899	1.08229426239359	4.03565763482835	2.68397763880738	4.03565763482835	2.68397763880738
ENSG00000115155	1.04965694032607	0.542279437047069	1.55703444360507	1.92723242479445	4.07571831517299	6.27642316057287E-5	0.00160980683278963	1.43676745956993	4.20228778367872	2.79322623358715	4.20228778367872	2.79322623358715
ENSG00000115233	0.558113790170676	0.331331417615379	0.784896162725973	4.36791412421838	4.84843352236945	2.26209897846064E-6	1.62820178273976E-4	4.53315827420246	5.64548839637836	3.78829177407826	5.64548839637836	3.78829177407826
ENSG00000115267	0.999434723129743	0.605414359288871	1.39345508697061	6.09107788702903	4.99716572609561	1.13563497827719E-6	9.97050072411607E-5	5.17974634296534	5.94476123939484	4.00128303062917	5.94476123939484	4.00128303062917
ENSG00000115415	1.04537147766852	0.764322907027837	1.32642004830921	8.38250324136381	7.32786149268741	3.72173959142392E-12	2.28729526659088E-9	17.156767969299	11.429254017547	8.64067776876711	11.429254017547	8.64067776876711
ENSG00000115541	0.641117451736184	0.420123604017905	0.862111299454462	4.07842540101928	5.71538383034868	3.2978949661722E-8	7.03187061702332E-6	8.51657090408612	7.48176318020703	5.15292912866662	7.48176318020703	5.15292912866662
ENSG00000116857	0.550683506050904	0.266949722636222	0.834417289465586	3.40591031259996	3.82365769480326	1.68430476060961E-4	0.00306183228325152	0.526454778411978	3.77357932383637	2.5140186021594	3.77357932383637	2.5140186021594
ENSG00000117226	0.568494631787575	0.32418917409391	0.812800089481241	6.13655747663386	4.58438608215484	7.3965518206681E-6	3.71665099190112E-4	3.42467804061311	5.13097069571037	3.42984821894406	5.13097069571037	3.42984821894406
ENSG00000117477	0.596425855592239	0.299460601808671	0.893391109375806	3.86092675665368	3.95675181869759	1.00623450247769E-4	0.00217867494784431	1.00081075745785	3.99730079535973	2.66180756043203	3.99730079535973	2.66180756043203
ENSG00000118276	0.821642828329284	0.478463633377058	1.16482202328151	3.12168061520879	4.71682869765141	4.10833736217465E-6	2.49608831597676E-4	3.9742994794817	5.38633390087927	3.60274005261829	5.38633390087927	3.60274005261829
ENSG00000118407	0.528745080361896	0.218162677922198	0.839327482801593	5.0194174893239	3.35395692712625	9.28424132224531E-4	0.00963330468104921	-1.03202124839304	3.03225357959512	2.01622470368084	3.03225357959512	2.01622470368084
ENSG00000118418	0.732094912846155	0.388191982819839	1.07599784287247	5.22140297863824	4.19391379540738	3.88521947957065E-5	0.00114331348184272	1.88092959708454	4.41058444248107	2.94183467531918	4.41058444248107	2.94183467531918
ENSG00000118523	0.620074219817752	0.270383288791198	0.969765150844306	6.97662278906491	3.49339176809053	5.6964429915089E-4	0.00706769898629145	-0.588446927762295	3.24439624456661	2.1507219553985	3.24439624456661	2.1507219553985
ENSG00000118939	0.504076535716301	0.253407331063707	0.754745740368895	3.35505925614854	3.96171732992954	9.86819188214932E-5	0.00215577937858317	1.0187824694433	4.00576241445709	2.66639568669799	4.00576241445709	2.66639568669799
ENSG00000118946	0.801445069180228	0.384689766341417	1.21820037201904	1.92065188300079	3.78861621006898	1.92455509799859E-4	0.00339056956018958	0.403935925384745	3.71566965099484	2.46972734130419	3.71566965099484	2.46972734130419
ENSG00000119326	0.655459731238667	0.324799802997807	0.986119659479527	4.44550786012695	3.90528231544306	1.23004564719066E-4	0.00248881985639056	0.815685881275256	3.91007877152388	2.60400653698194	3.91007877152388	2.60400653698194
ENSG00000119421	0.535794636113687	0.232023059928289	0.839566212299085	3.16942792910979	3.47487521395395	6.08364765660201E-4	0.007386824156903	-0.648289590118071	3.21583594669409	2.13154223922129	3.21583594669409	2.13154223922129
ENSG00000119917	2.06168905378162	1.43649993247835	2.6868781750849	6.08215234572157	6.49680361414208	4.84085806881878E-10	1.57861369554398E-7	12.5205913736431	9.31507765043749	6.80172413371526	9.31507765043749	6.80172413371526
ENSG00000119922	1.54995059321541	0.85737835334619	2.24252283308462	6.41120968032554	4.4090067239433	1.57997755170663E-5	6.31161532468005E-4	2.71697592907415	4.80134908345013	3.19985947802735	4.80134908345013	3.19985947802735
ENSG00000119977	0.538446050543393	0.265931974586287	0.810960126500498	4.08380421756096	3.89261312542916	1.2919766427808E-4	0.00257412653054792	0.770442508529439	3.88874533773653	2.58937010926995	3.88874533773653	2.58937010926995
ENSG00000120262	0.684320534794411	0.295860741525362	1.07278032806346	6.9996665860526	3.47057539896051	6.17702270524956E-4	0.00744363844699719	-0.662145007942659	3.20922080229733	2.12821472961534	3.20922080229733	2.12821472961534
ENSG00000120526	0.518120986128579	0.25694331732854	0.779298654928618	2.67277875436795	3.9082571280487	1.21591769998742E-4	0.00247190189924923	0.826327979684771	3.91509581951305	2.60696876880172	3.91509581951305	2.60696876880172
ENSG00000121022	0.501675204622612	0.324597477687167	0.678752931558057	4.68085256242166	5.58144544754105	6.54737485252479E-8	1.14967585459883E-5	7.86822437608047	7.18393279399129	4.93942458956164	7.18393279399129	4.93942458956164
